"Nombre","CodigoBarra","Categoria","FechaCaducidad","Marca","Precio","Stock"
"Yogurt 300g","1000000000642","Lacteos","2027-07-27","Coca Cola","34.5","43"

"Coca Cola 400g","1000000000643","Bebidas","2027-08-28","Pepsi","35.25","44"

"Pepsi 500g","1000000000644","Panaderia","2027-09-01","Bimbo","36.0","45"

"Pan Blanco 100g","1000000000645","Snacks","2027-10-02","Lays","36.75","46"

"Pan Integral 200g","1000000000646","Enlatados","2027-11-03","Tortrix","37.5","47"

"Papas Fritas 300g","1000000000647","Granos","2027-12-04","Ducal","38.25","48"

"Tortrix 400g","1000000000648","Lacteos","2027-01-05","Sardimar","39.0","49"

"Atun en Lata 500g","1000000000649","Bebidas","2027-02-06","Gallo Dorado","39.75","50"

"Frijoles Volteados 100g","1000000000650","Panaderia","2027-03-07","Dos Pinos","3.0","51"

"Arroz 200g","1000000000651","Snacks","2027-04-08","La Granja","3.75","52"

"Azúcar 300g","1000000000652","Enlatados","2027-05-09","Coca Cola","4.5","53"

"Café 400g","1000000000653","Granos","2027-06-10","Pepsi","5.25","54"

"Agua Pura 500g","1000000000654","Lacteos","2027-07-11","Bimbo","6.0","55"

"Jugo 100g","1000000000655","Bebidas","2027-08-12","Lays","6.75","56"

"Leche Entera 200g","1000000000656","Panaderia","2027-09-13","Tortrix","7.5","57"

"Queso Fresco 300g","1000000000657","Snacks","2027-10-14","Ducal","8.25","58"

"Yogurt 400g","1000000000658","Enlatados","2027-11-15","Sardimar","9.0","59"

"Coca Cola 500g","1000000000659","Granos","2027-12-16","Gallo Dorado","9.75","60"

"Pepsi 100g","1000000000660","Lacteos","2027-01-17","Dos Pinos","10.5","61"

"Pan Blanco 200g","1000000000661","Bebidas","2027-02-18","La Granja","11.25","62"

"Pan Integral 300g","1000000000662","Panaderia","2027-03-19","Coca Cola","12.0","63"

"Papas Fritas 400g","1000000000663","Snacks","2027-04-20","Pepsi","12.75","64"

"Tortrix 500g","1000000000664","Enlatados","2027-05-21","Bimbo","13.5","65"

"Atun en Lata 100g","1000000000665","Granos","2027-06-22","Lays","14.25","66"

"Frijoles Volteados 200g","1000000000666","Lacteos","2027-07-23","Tortrix","15.0","67"

"Arroz 300g","1000000000667","Bebidas","2027-08-24","Ducal","15.75","68"

"Azúcar 400g","1000000000668","Panaderia","2027-09-25","Sardimar","16.5","69"

"Café 500g","1000000000669","Snacks","2027-10-26","Gallo Dorado","17.25","70"

"Agua Pura 100g","1000000000670","Enlatados","2027-11-27","Dos Pinos","18.0","71"

"Jugo 200g","1000000000671","Granos","2027-12-28","La Granja","18.75","72"

"Leche Entera 300g","1000000000672","Lacteos","2027-01-01","Coca Cola","19.5","73"

"Queso Fresco 400g","1000000000673","Bebidas","2027-02-02","Pepsi","20.25","74"

"Yogurt 500g","1000000000674","Panaderia","2027-03-03","Bimbo","21.0","75"

"Coca Cola 100g","1000000000675","Snacks","2027-04-04","Lays","21.75","76"

"Pepsi 200g","1000000000676","Enlatados","2027-05-05","Tortrix","22.5","77"

"Pan Blanco 300g","1000000000677","Granos","2027-06-06","Ducal","23.25","78"

"Pan Integral 400g","1000000000678","Lacteos","2027-07-07","Sardimar","24.0","79"

"Papas Fritas 500g","1000000000679","Bebidas","2027-08-08","Gallo Dorado","24.75","80"

"Tortrix 100g","1000000000680","Panaderia","2027-09-09","Dos Pinos","25.5","81"

"Atun en Lata 200g","1000000000681","Snacks","2027-10-10","La Granja","26.25","82"

"Frijoles Volteados 300g","1000000000682","Enlatados","2027-11-11","Coca Cola","27.0","83"

"Arroz 400g","1000000000683","Granos","2027-12-12","Pepsi","27.75","84"

"Azúcar 500g","1000000000684","Lacteos","2027-01-13","Bimbo","28.5","85"

"Café 100g","1000000000685","Bebidas","2027-02-14","Lays","29.25","86"

"Agua Pura 200g","1000000000686","Panaderia","2027-03-15","Tortrix","30.0","87"

"Jugo 300g","1000000000687","Snacks","2027-04-16","Ducal","30.75","88"

"Leche Entera 400g","1000000000688","Enlatados","2027-05-17","Sardimar","31.5","89"

"Queso Fresco 500g","1000000000689","Granos","2027-06-18","Gallo Dorado","32.25","90"

"Yogurt 100g","1000000000690","Lacteos","2027-07-19","Dos Pinos","33.0","91"

"Coca Cola 200g","1000000000691","Bebidas","2027-08-20","La Granja","33.75","92"

"Pepsi 300g","1000000000692","Panaderia","2027-09-21","Coca Cola","34.5","93"

"Pan Blanco 400g","1000000000693","Snacks","2027-10-22","Pepsi","35.25","94"

"Pan Integral 500g","1000000000694","Enlatados","2027-11-23","Bimbo","36.0","95"

"Papas Fritas 100g","1000000000695","Granos","2027-12-24","Lays","36.75","96"

"Tortrix 200g","1000000000696","Lacteos","2027-01-25","Tortrix","37.5","97"

"Atun en Lata 300g","1000000000697","Bebidas","2027-02-26","Ducal","38.25","98"

"Frijoles Volteados 400g","1000000000698","Panaderia","2027-03-27","Sardimar","39.0","99"

"Arroz 500g","1000000000699","Snacks","2027-04-28","Gallo Dorado","39.75","100"

"Azúcar 100g","1000000000700","Enlatados","2027-05-01","Dos Pinos","3.0","1"

"Café 200g","1000000000701","Granos","2027-06-02","La Granja","3.75","2"

"Agua Pura 300g","1000000000702","Lacteos","2027-07-03","Coca Cola","4.5","3"

"Jugo 400g","1000000000703","Bebidas","2027-08-04","Pepsi","5.25","4"

"Leche Entera 500g","1000000000704","Panaderia","2027-09-05","Bimbo","6.0","5"

"Queso Fresco 100g","1000000000705","Snacks","2027-10-06","Lays","6.75","6"

"Yogurt 200g","1000000000706","Enlatados","2027-11-07","Tortrix","7.5","7"

"Coca Cola 300g","1000000000707","Granos","2027-12-08","Ducal","8.25","8"

"Pepsi 400g","1000000000708","Lacteos","2027-01-09","Sardimar","9.0","9"

"Pan Blanco 500g","1000000000709","Bebidas","2027-02-10","Gallo Dorado","9.75","10"

"Pan Integral 100g","1000000000710","Panaderia","2027-03-11","Dos Pinos","10.5","11"

"Papas Fritas 200g","1000000000711","Snacks","2027-04-12","La Granja","11.25","12"

"Tortrix 300g","1000000000712","Enlatados","2027-05-13","Coca Cola","12.0","13"

"Atun en Lata 400g","1000000000713","Granos","2027-06-14","Pepsi","12.75","14"

"Frijoles Volteados 500g","1000000000714","Lacteos","2027-07-15","Bimbo","13.5","15"

"Arroz 100g","1000000000715","Bebidas","2027-08-16","Lays","14.25","16"

"Azúcar 200g","1000000000716","Panaderia","2027-09-17","Tortrix","15.0","17"

"Café 300g","1000000000717","Snacks","2027-10-18","Ducal","15.75","18"

"Agua Pura 400g","1000000000718","Enlatados","2027-11-19","Sardimar","16.5","19"

"Jugo 500g","1000000000719","Granos","2027-12-20","Gallo Dorado","17.25","20"

"Leche Entera 100g","1000000000720","Lacteos","2027-01-21","Dos Pinos","18.0","21"

"Queso Fresco 200g","1000000000721","Bebidas","2027-02-22","La Granja","18.75","22"

"Yogurt 300g","1000000000722","Panaderia","2027-03-23","Coca Cola","19.5","23"

"Coca Cola 400g","1000000000723","Snacks","2027-04-24","Pepsi","20.25","24"

"Pepsi 500g","1000000000724","Enlatados","2027-05-25","Bimbo","21.0","25"

"Pan Blanco 100g","1000000000725","Granos","2027-06-26","Lays","21.75","26"

"Pan Integral 200g","1000000000726","Lacteos","2027-07-27","Tortrix","22.5","27"

"Papas Fritas 300g","1000000000727","Bebidas","2027-08-28","Ducal","23.25","28"

"Tortrix 400g","1000000000728","Panaderia","2027-09-01","Sardimar","24.0","29"

"Atun en Lata 500g","1000000000729","Snacks","2027-10-02","Gallo Dorado","24.75","30"

"Frijoles Volteados 100g","1000000000730","Enlatados","2027-11-03","Dos Pinos","25.5","31"

"Arroz 200g","1000000000731","Granos","2027-12-04","La Granja","26.25","32"

"Azúcar 300g","1000000000732","Lacteos","2027-01-05","Coca Cola","27.0","33"

"Café 400g","1000000000733","Bebidas","2027-02-06","Pepsi","27.75","34"

"Agua Pura 500g","1000000000734","Panaderia","2027-03-07","Bimbo","28.5","35"

"Jugo 100g","1000000000735","Snacks","2027-04-08","Lays","29.25","36"

"Leche Entera 200g","1000000000736","Enlatados","2027-05-09","Tortrix","30.0","37"

"Queso Fresco 300g","1000000000737","Granos","2027-06-10","Ducal","30.75","38"

"Yogurt 400g","1000000000738","Lacteos","2027-07-11","Sardimar","31.5","39"

"Coca Cola 500g","1000000000739","Bebidas","2027-08-12","Gallo Dorado","32.25","40"

"Pepsi 100g","1000000000740","Panaderia","2027-09-13","Dos Pinos","33.0","41"

"Pan Blanco 200g","1000000000741","Snacks","2027-10-14","La Granja","33.75","42"

"Pan Integral 300g","1000000000742","Enlatados","2027-11-15","Coca Cola","34.5","43"

"Papas Fritas 400g","1000000000743","Granos","2027-12-16","Pepsi","35.25","44"

"Tortrix 500g","1000000000744","Lacteos","2027-01-17","Bimbo","36.0","45"

"Atun en Lata 100g","1000000000745","Bebidas","2027-02-18","Lays","36.75","46"

"Frijoles Volteados 200g","1000000000746","Panaderia","2027-03-19","Tortrix","37.5","47"

"Arroz 300g","1000000000747","Snacks","2027-04-20","Ducal","38.25","48"

"Azúcar 400g","1000000000748","Enlatados","2027-05-21","Sardimar","39.0","49"

"Café 500g","1000000000749","Granos","2027-06-22","Gallo Dorado","39.75","50"

"Agua Pura 100g","1000000000750","Lacteos","2027-07-23","Dos Pinos","3.0","51"

"Jugo 200g","1000000000751","Bebidas","2027-08-24","La Granja","3.75","52"

"Leche Entera 300g","1000000000752","Panaderia","2027-09-25","Coca Cola","4.5","53"

"Queso Fresco 400g","1000000000753","Snacks","2027-10-26","Pepsi","5.25","54"

"Yogurt 500g","1000000000754","Enlatados","2027-11-27","Bimbo","6.0","55"

"Coca Cola 100g","1000000000755","Granos","2027-12-28","Lays","6.75","56"

"Pepsi 200g","1000000000756","Lacteos","2027-01-01","Tortrix","7.5","57"

"Pan Blanco 300g","1000000000757","Bebidas","2027-02-02","Ducal","8.25","58"

"Pan Integral 400g","1000000000758","Panaderia","2027-03-03","Sardimar","9.0","59"

"Papas Fritas 500g","1000000000759","Snacks","2027-04-04","Gallo Dorado","9.75","60"

"Tortrix 100g","1000000000760","Enlatados","2027-05-05","Dos Pinos","10.5","61"

"Atun en Lata 200g","1000000000761","Granos","2027-06-06","La Granja","11.25","62"

"Frijoles Volteados 300g","1000000000762","Lacteos","2027-07-07","Coca Cola","12.0","63"

"Arroz 400g","1000000000763","Bebidas","2027-08-08","Pepsi","12.75","64"

"Azúcar 500g","1000000000764","Panaderia","2027-09-09","Bimbo","13.5","65"

"Café 100g","1000000000765","Snacks","2027-10-10","Lays","14.25","66"

"Agua Pura 200g","1000000000766","Enlatados","2027-11-11","Tortrix","15.0","67"

"Jugo 300g","1000000000767","Granos","2027-12-12","Ducal","15.75","68"

"Leche Entera 400g","1000000000768","Lacteos","2027-01-13","Sardimar","16.5","69"

"Queso Fresco 500g","1000000000769","Bebidas","2027-02-14","Gallo Dorado","17.25","70"

"Yogurt 100g","1000000000770","Panaderia","2027-03-15","Dos Pinos","18.0","71"

"Coca Cola 200g","1000000000771","Snacks","2027-04-16","La Granja","18.75","72"

"Pepsi 300g","1000000000772","Enlatados","2027-05-17","Coca Cola","19.5","73"

"Pan Blanco 400g","1000000000773","Granos","2027-06-18","Pepsi","20.25","74"

"Pan Integral 500g","1000000000774","Lacteos","2027-07-19","Bimbo","21.0","75"

"Papas Fritas 100g","1000000000775","Bebidas","2027-08-20","Lays","21.75","76"

"Tortrix 200g","1000000000776","Panaderia","2027-09-21","Tortrix","22.5","77"

"Atun en Lata 300g","1000000000777","Snacks","2027-10-22","Ducal","23.25","78"

"Frijoles Volteados 400g","1000000000778","Enlatados","2027-11-23","Sardimar","24.0","79"

"Arroz 500g","1000000000779","Granos","2027-12-24","Gallo Dorado","24.75","80"

"Azúcar 100g","1000000000780","Lacteos","2027-01-25","Dos Pinos","25.5","81"

"Café 200g","1000000000781","Bebidas","2027-02-26","La Granja","26.25","82"

"Agua Pura 300g","1000000000782","Panaderia","2027-03-27","Coca Cola","27.0","83"

"Jugo 400g","1000000000783","Snacks","2027-04-28","Pepsi","27.75","84"

"Leche Entera 500g","1000000000784","Enlatados","2027-05-01","Bimbo","28.5","85"

"Queso Fresco 100g","1000000000785","Granos","2027-06-02","Lays","29.25","86"

"Yogurt 200g","1000000000786","Lacteos","2027-07-03","Tortrix","30.0","87"

"Coca Cola 300g","1000000000787","Bebidas","2027-08-04","Ducal","30.75","88"

"Pepsi 400g","1000000000788","Panaderia","2027-09-05","Sardimar","31.5","89"

"Pan Blanco 500g","1000000000789","Snacks","2027-10-06","Gallo Dorado","32.25","90"

"Pan Integral 100g","1000000000790","Enlatados","2027-11-07","Dos Pinos","33.0","91"

"Papas Fritas 200g","1000000000791","Granos","2027-12-08","La Granja","33.75","92"

"Tortrix 300g","1000000000792","Lacteos","2027-01-09","Coca Cola","34.5","93"

"Atun en Lata 400g","1000000000793","Bebidas","2027-02-10","Pepsi","35.25","94"

"Frijoles Volteados 500g","1000000000794","Panaderia","2027-03-11","Bimbo","36.0","95"

"Arroz 100g","1000000000795","Snacks","2027-04-12","Lays","36.75","96"

"Azúcar 200g","1000000000796","Enlatados","2027-05-13","Tortrix","37.5","97"

"Café 300g","1000000000797","Granos","2027-06-14","Ducal","38.25","98"

"Agua Pura 400g","1000000000798","Lacteos","2027-07-15","Sardimar","39.0","99"

"Jugo 500g","1000000000799","Bebidas","2027-08-16","Gallo Dorado","39.75","100"

"Leche Entera 100g","1000000000800","Panaderia","2027-09-17","Dos Pinos","3.0","1"

"Queso Fresco 200g","1000000000801","Snacks","2027-10-18","La Granja","3.75","2"

"Yogurt 300g","1000000000802","Enlatados","2027-11-19","Coca Cola","4.5","3"

"Coca Cola 400g","1000000000803","Granos","2027-12-20","Pepsi","5.25","4"

"Pepsi 500g","1000000000804","Lacteos","2027-01-21","Bimbo","6.0","5"

"Pan Blanco 100g","1000000000805","Bebidas","2027-02-22","Lays","6.75","6"

"Pan Integral 200g","1000000000806","Panaderia","2027-03-23","Tortrix","7.5","7"

"Papas Fritas 300g","1000000000807","Snacks","2027-04-24","Ducal","8.25","8"

"Tortrix 400g","1000000000808","Enlatados","2027-05-25","Sardimar","9.0","9"

"Atun en Lata 500g","1000000000809","Granos","2027-06-26","Gallo Dorado","9.75","10"

"Frijoles Volteados 100g","1000000000810","Lacteos","2027-07-27","Dos Pinos","10.5","11"

"Arroz 200g","1000000000811","Bebidas","2027-08-28","La Granja","11.25","12"

"Azúcar 300g","1000000000812","Panaderia","2027-09-01","Coca Cola","12.0","13"

"Café 400g","1000000000813","Snacks","2027-10-02","Pepsi","12.75","14"

"Agua Pura 500g","1000000000814","Enlatados","2027-11-03","Bimbo","13.5","15"

"Jugo 100g","1000000000815","Granos","2027-12-04","Lays","14.25","16"

"Leche Entera 200g","1000000000816","Lacteos","2027-01-05","Tortrix","15.0","17"

"Queso Fresco 300g","1000000000817","Bebidas","2027-02-06","Ducal","15.75","18"

"Yogurt 400g","1000000000818","Panaderia","2027-03-07","Sardimar","16.5","19"

"Coca Cola 500g","1000000000819","Snacks","2027-04-08","Gallo Dorado","17.25","20"

"Pepsi 100g","1000000000820","Enlatados","2027-05-09","Dos Pinos","18.0","21"

"Pan Blanco 200g","1000000000821","Granos","2027-06-10","La Granja","18.75","22"

"Pan Integral 300g","1000000000822","Lacteos","2027-07-11","Coca Cola","19.5","23"

"Papas Fritas 400g","1000000000823","Bebidas","2027-08-12","Pepsi","20.25","24"

"Tortrix 500g","1000000000824","Panaderia","2027-09-13","Bimbo","21.0","25"

"Atun en Lata 100g","1000000000825","Snacks","2027-10-14","Lays","21.75","26"

"Frijoles Volteados 200g","1000000000826","Enlatados","2027-11-15","Tortrix","22.5","27"

"Arroz 300g","1000000000827","Granos","2027-12-16","Ducal","23.25","28"

"Azúcar 400g","1000000000828","Lacteos","2027-01-17","Sardimar","24.0","29"

"Café 500g","1000000000829","Bebidas","2027-02-18","Gallo Dorado","24.75","30"

"Agua Pura 100g","1000000000830","Panaderia","2027-03-19","Dos Pinos","25.5","31"

"Jugo 200g","1000000000831","Snacks","2027-04-20","La Granja","26.25","32"

"Leche Entera 300g","1000000000832","Enlatados","2027-05-21","Coca Cola","27.0","33"

"Queso Fresco 400g","1000000000833","Granos","2027-06-22","Pepsi","27.75","34"

"Yogurt 500g","1000000000834","Lacteos","2027-07-23","Bimbo","28.5","35"

"Coca Cola 100g","1000000000835","Bebidas","2027-08-24","Lays","29.25","36"

"Pepsi 200g","1000000000836","Panaderia","2027-09-25","Tortrix","30.0","37"

"Pan Blanco 300g","1000000000837","Snacks","2027-10-26","Ducal","30.75","38"

"Pan Integral 400g","1000000000838","Enlatados","2027-11-27","Sardimar","31.5","39"

"Papas Fritas 500g","1000000000839","Granos","2027-12-28","Gallo Dorado","32.25","40"

"Tortrix 100g","1000000000840","Lacteos","2027-01-01","Dos Pinos","33.0","41"

"Atun en Lata 200g","1000000000841","Bebidas","2027-02-02","La Granja","33.75","42"

"Frijoles Volteados 300g","1000000000842","Panaderia","2027-03-03","Coca Cola","34.5","43"

"Arroz 400g","1000000000843","Snacks","2027-04-04","Pepsi","35.25","44"

"Azúcar 500g","1000000000844","Enlatados","2027-05-05","Bimbo","36.0","45"

"Café 100g","1000000000845","Granos","2027-06-06","Lays","36.75","46"

"Agua Pura 200g","1000000000846","Lacteos","2027-07-07","Tortrix","37.5","47"

"Jugo 300g","1000000000847","Bebidas","2027-08-08","Ducal","38.25","48"

"Leche Entera 400g","1000000000848","Panaderia","2027-09-09","Sardimar","39.0","49"

"Queso Fresco 500g","1000000000849","Snacks","2027-10-10","Gallo Dorado","39.75","50"

"Yogurt 100g","1000000000850","Enlatados","2027-11-11","Dos Pinos","3.0","51"

"Coca Cola 200g","1000000000851","Granos","2027-12-12","La Granja","3.75","52"

"Pepsi 300g","1000000000852","Lacteos","2027-01-13","Coca Cola","4.5","53"

"Pan Blanco 400g","1000000000853","Bebidas","2027-02-14","Pepsi","5.25","54"

"Pan Integral 500g","1000000000854","Panaderia","2027-03-15","Bimbo","6.0","55"

"Papas Fritas 100g","1000000000855","Snacks","2027-04-16","Lays","6.75","56"

"Tortrix 200g","1000000000856","Enlatados","2027-05-17","Tortrix","7.5","57"

"Atun en Lata 300g","1000000000857","Granos","2027-06-18","Ducal","8.25","58"

"Frijoles Volteados 400g","1000000000858","Lacteos","2027-07-19","Sardimar","9.0","59"

"Arroz 500g","1000000000859","Bebidas","2027-08-20","Gallo Dorado","9.75","60"

"Azúcar 100g","1000000000860","Panaderia","2027-09-21","Dos Pinos","10.5","61"

"Café 200g","1000000000861","Snacks","2027-10-22","La Granja","11.25","62"

"Agua Pura 300g","1000000000862","Enlatados","2027-11-23","Coca Cola","12.0","63"

"Jugo 400g","1000000000863","Granos","2027-12-24","Pepsi","12.75","64"

"Leche Entera 500g","1000000000864","Lacteos","2027-01-25","Bimbo","13.5","65"

"Queso Fresco 100g","1000000000865","Bebidas","2027-02-26","Lays","14.25","66"

"Yogurt 200g","1000000000866","Panaderia","2027-03-27","Tortrix","15.0","67"

"Coca Cola 300g","1000000000867","Snacks","2027-04-28","Ducal","15.75","68"

"Pepsi 400g","1000000000868","Enlatados","2027-05-01","Sardimar","16.5","69"

"Pan Blanco 500g","1000000000869","Granos","2027-06-02","Gallo Dorado","17.25","70"

"Pan Integral 100g","1000000000870","Lacteos","2027-07-03","Dos Pinos","18.0","71"

"Papas Fritas 200g","1000000000871","Bebidas","2027-08-04","La Granja","18.75","72"

"Tortrix 300g","1000000000872","Panaderia","2027-09-05","Coca Cola","19.5","73"

"Atun en Lata 400g","1000000000873","Snacks","2027-10-06","Pepsi","20.25","74"

"Frijoles Volteados 500g","1000000000874","Enlatados","2027-11-07","Bimbo","21.0","75"

"Arroz 100g","1000000000875","Granos","2027-12-08","Lays","21.75","76"

"Azúcar 200g","1000000000876","Lacteos","2027-01-09","Tortrix","22.5","77"

"Café 300g","1000000000877","Bebidas","2027-02-10","Ducal","23.25","78"

"Agua Pura 400g","1000000000878","Panaderia","2027-03-11","Sardimar","24.0","79"

"Jugo 500g","1000000000879","Snacks","2027-04-12","Gallo Dorado","24.75","80"

"Leche Entera 100g","1000000000880","Enlatados","2027-05-13","Dos Pinos","25.5","81"

"Queso Fresco 200g","1000000000881","Granos","2027-06-14","La Granja","26.25","82"

"Yogurt 300g","1000000000882","Lacteos","2027-07-15","Coca Cola","27.0","83"

"Coca Cola 400g","1000000000883","Bebidas","2027-08-16","Pepsi","27.75","84"

"Pepsi 500g","1000000000884","Panaderia","2027-09-17","Bimbo","28.5","85"

"Pan Blanco 100g","1000000000885","Snacks","2027-10-18","Lays","29.25","86"

"Pan Integral 200g","1000000000886","Enlatados","2027-11-19","Tortrix","30.0","87"

"Papas Fritas 300g","1000000000887","Granos","2027-12-20","Ducal","30.75","88"

"Tortrix 400g","1000000000888","Lacteos","2027-01-21","Sardimar","31.5","89"

"Atun en Lata 500g","1000000000889","Bebidas","2027-02-22","Gallo Dorado","32.25","90"

"Frijoles Volteados 100g","1000000000890","Panaderia","2027-03-23","Dos Pinos","33.0","91"

"Arroz 200g","1000000000891","Snacks","2027-04-24","La Granja","33.75","92"

"Azúcar 300g","1000000000892","Enlatados","2027-05-25","Coca Cola","34.5","93"

"Café 400g","1000000000893","Granos","2027-06-26","Pepsi","35.25","94"

"Agua Pura 500g","1000000000894","Lacteos","2027-07-27","Bimbo","36.0","95"

"Jugo 100g","1000000000895","Bebidas","2027-08-28","Lays","36.75","96"

"Leche Entera 200g","1000000000896","Panaderia","2027-09-01","Tortrix","37.5","97"

"Queso Fresco 300g","1000000000897","Snacks","2027-10-02","Ducal","38.25","98"

"Yogurt 400g","1000000000898","Enlatados","2027-11-03","Sardimar","39.0","99"

"Coca Cola 500g","1000000000899","Granos","2027-12-04","Gallo Dorado","39.75","100"

"Pepsi 100g","1000000000900","Lacteos","2027-01-05","Dos Pinos","3.0","1"

"Pan Blanco 200g","1000000000901","Bebidas","2027-02-06","La Granja","3.75","2"

"Pan Integral 300g","1000000000902","Panaderia","2027-03-07","Coca Cola","4.5","3"

"Papas Fritas 400g","1000000000903","Snacks","2027-04-08","Pepsi","5.25","4"

"Tortrix 500g","1000000000904","Enlatados","2027-05-09","Bimbo","6.0","5"

"Atun en Lata 100g","1000000000905","Granos","2027-06-10","Lays","6.75","6"

"Frijoles Volteados 200g","1000000000906","Lacteos","2027-07-11","Tortrix","7.5","7"

"Arroz 300g","1000000000907","Bebidas","2027-08-12","Ducal","8.25","8"

"Azúcar 400g","1000000000908","Panaderia","2027-09-13","Sardimar","9.0","9"

"Café 500g","1000000000909","Snacks","2027-10-14","Gallo Dorado","9.75","10"

"Agua Pura 100g","1000000000910","Enlatados","2027-11-15","Dos Pinos","10.5","11"

"Jugo 200g","1000000000911","Granos","2027-12-16","La Granja","11.25","12"

"Leche Entera 300g","1000000000912","Lacteos","2027-01-17","Coca Cola","12.0","13"

"Queso Fresco 400g","1000000000913","Bebidas","2027-02-18","Pepsi","12.75","14"

"Yogurt 500g","1000000000914","Panaderia","2027-03-19","Bimbo","13.5","15"

"Coca Cola 100g","1000000000915","Snacks","2027-04-20","Lays","14.25","16"

"Pepsi 200g","1000000000916","Enlatados","2027-05-21","Tortrix","15.0","17"

"Pan Blanco 300g","1000000000917","Granos","2027-06-22","Ducal","15.75","18"

"Pan Integral 400g","1000000000918","Lacteos","2027-07-23","Sardimar","16.5","19"

"Papas Fritas 500g","1000000000919","Bebidas","2027-08-24","Gallo Dorado","17.25","20"

"Tortrix 100g","1000000000920","Panaderia","2027-09-25","Dos Pinos","18.0","21"

"Atun en Lata 200g","1000000000921","Snacks","2027-10-26","La Granja","18.75","22"

"Frijoles Volteados 300g","1000000000922","Enlatados","2027-11-27","Coca Cola","19.5","23"

"Arroz 400g","1000000000923","Granos","2027-12-28","Pepsi","20.25","24"

"Azúcar 500g","1000000000924","Lacteos","2027-01-01","Bimbo","21.0","25"

"Café 100g","1000000000925","Bebidas","2027-02-02","Lays","21.75","26"

"Agua Pura 200g","1000000000926","Panaderia","2027-03-03","Tortrix","22.5","27"

"Jugo 300g","1000000000927","Snacks","2027-04-04","Ducal","23.25","28"

"Leche Entera 400g","1000000000928","Enlatados","2027-05-05","Sardimar","24.0","29"

"Queso Fresco 500g","1000000000929","Granos","2027-06-06","Gallo Dorado","24.75","30"

"Yogurt 100g","1000000000930","Lacteos","2027-07-07","Dos Pinos","25.5","31"

"Coca Cola 200g","1000000000931","Bebidas","2027-08-08","La Granja","26.25","32"

"Pepsi 300g","1000000000932","Panaderia","2027-09-09","Coca Cola","27.0","33"

"Pan Blanco 400g","1000000000933","Snacks","2027-10-10","Pepsi","27.75","34"

"Pan Integral 500g","1000000000934","Enlatados","2027-11-11","Bimbo","28.5","35"

"Papas Fritas 100g","1000000000935","Granos","2027-12-12","Lays","29.25","36"

"Tortrix 200g","1000000000936","Lacteos","2027-01-13","Tortrix","30.0","37"

"Atun en Lata 300g","1000000000937","Bebidas","2027-02-14","Ducal","30.75","38"

"Frijoles Volteados 400g","1000000000938","Panaderia","2027-03-15","Sardimar","31.5","39"

"Arroz 500g","1000000000939","Snacks","2027-04-16","Gallo Dorado","32.25","40"

"Azúcar 100g","1000000000940","Enlatados","2027-05-17","Dos Pinos","33.0","41"

"Café 200g","1000000000941","Granos","2027-06-18","La Granja","33.75","42"

"Agua Pura 300g","1000000000942","Lacteos","2027-07-19","Coca Cola","34.5","43"

"Jugo 400g","1000000000943","Bebidas","2027-08-20","Pepsi","35.25","44"

"Leche Entera 500g","1000000000944","Panaderia","2027-09-21","Bimbo","36.0","45"

"Queso Fresco 100g","1000000000945","Snacks","2027-10-22","Lays","36.75","46"

"Yogurt 200g","1000000000946","Enlatados","2027-11-23","Tortrix","37.5","47"

"Coca Cola 300g","1000000000947","Granos","2027-12-24","Ducal","38.25","48"

"Pepsi 400g","1000000000948","Lacteos","2027-01-25","Sardimar","39.0","49"

"Pan Blanco 500g","1000000000949","Bebidas","2027-02-26","Gallo Dorado","39.75","50"

"Pan Integral 100g","1000000000950","Panaderia","2027-03-27","Dos Pinos","3.0","51"

"Papas Fritas 200g","1000000000951","Snacks","2027-04-28","La Granja","3.75","52"

"Tortrix 300g","1000000000952","Enlatados","2027-05-01","Coca Cola","4.5","53"

"Atun en Lata 400g","1000000000953","Granos","2027-06-02","Pepsi","5.25","54"

"Frijoles Volteados 500g","1000000000954","Lacteos","2027-07-03","Bimbo","6.0","55"

"Arroz 100g","1000000000955","Bebidas","2027-08-04","Lays","6.75","56"

"Azúcar 200g","1000000000956","Panaderia","2027-09-05","Tortrix","7.5","57"

"Café 300g","1000000000957","Snacks","2027-10-06","Ducal","8.25","58"

"Agua Pura 400g","1000000000958","Enlatados","2027-11-07","Sardimar","9.0","59"

"Jugo 500g","1000000000959","Granos","2027-12-08","Gallo Dorado","9.75","60"

"Leche Entera 100g","1000000000960","Lacteos","2027-01-09","Dos Pinos","10.5","61"

"Queso Fresco 200g","1000000000961","Bebidas","2027-02-10","La Granja","11.25","62"

"Yogurt 300g","1000000000962","Panaderia","2027-03-11","Coca Cola","12.0","63"

